DEBUG: drone_AUTO.py: <module>: 141: 			USER entered latitute value: 10.0
DEBUG: drone_AUTO.py: <module>: 146: 			USER entered longitude value: 10.0
DEBUG: drone_AUTO.py: <module>: 151: 			USER entered altitude value: 30.0
INFO: drone_AUTO.py: <module>: 187: 			Connecting to vehicle on: udp:127.0.0.1:14551
CRITICAL: __init__.py: statustext_listener: 1065: 			APM:Copter V3.3 (d6053245)
CRITICAL: __init__.py: statustext_listener: 1065: 			Frame: QUAD
DEBUG: __init__.py: default_still_waiting_callback: 3082: 			Still waiting for data from vehicle: parameters
DEBUG: __init__.py: default_still_waiting_callback: 3082: 			Still waiting for data from vehicle: parameters
DEBUG: __init__.py: default_still_waiting_callback: 3082: 			Still waiting for data from vehicle: parameters
DEBUG: __init__.py: default_still_waiting_callback: 3082: 			Still waiting for data from vehicle: parameters
DEBUG: __init__.py: default_still_waiting_callback: 3082: 			Still waiting for data from vehicle: parameters
DEBUG: __init__.py: default_still_waiting_callback: 3082: 			Still waiting for data from vehicle: parameters
DEBUG: __init__.py: default_still_waiting_callback: 3082: 			Still waiting for data from vehicle: parameters
DEBUG: __init__.py: default_still_waiting_callback: 3082: 			Still waiting for data from vehicle: parameters
DEBUG: __init__.py: default_still_waiting_callback: 3082: 			Still waiting for data from vehicle: parameters
DEBUG: __init__.py: default_still_waiting_callback: 3082: 			Still waiting for data from vehicle: parameters
INFO: drone_AUTO.py: print_vehicle_attributes: 98: 			Autopilot Firmware version: APM:Copter-3.3.0
INFO: drone_AUTO.py: print_vehicle_attributes: 99: 			Autopilot capabilities (supports ftp): False
INFO: drone_AUTO.py: print_vehicle_attributes: 100: 			Global Location: LocationGlobal:lat=10.0,lon=10.0,alt=None
INFO: drone_AUTO.py: print_vehicle_attributes: 101: 			Global Location (relative altitude): LocationGlobalRelative:lat=10.0,lon=10.0,alt=0.0
INFO: drone_AUTO.py: print_vehicle_attributes: 102: 			Local Location: LocationLocal:north=None,east=None,down=None
INFO: drone_AUTO.py: print_vehicle_attributes: 103: 			Attitude: Attitude:pitch=0.00139206054155,yaw=-3.13637590408,roll=0.00165106717031
INFO: drone_AUTO.py: print_vehicle_attributes: 104: 			Velocity: [0.02, -0.03, 0.0]
INFO: drone_AUTO.py: print_vehicle_attributes: 105: 			GPS: GPSInfo:fix=3,num_sat=10
INFO: drone_AUTO.py: print_vehicle_attributes: 106: 			Groundspeed: 0.0
INFO: drone_AUTO.py: print_vehicle_attributes: 107: 			Airspeed: 0.0
INFO: drone_AUTO.py: print_vehicle_attributes: 108: 			Gimbal status: Gimbal: pitch=None, roll=None, yaw=None
INFO: drone_AUTO.py: print_vehicle_attributes: 109: 			Battery: Battery:voltage=12.587,current=0.0,level=100
INFO: drone_AUTO.py: print_vehicle_attributes: 110: 			EKF OK?: True
INFO: drone_AUTO.py: print_vehicle_attributes: 111: 			Last Heartbeat: 0.605894084
INFO: drone_AUTO.py: print_vehicle_attributes: 112: 			Rangefinder: Rangefinder: distance=None, voltage=None
INFO: drone_AUTO.py: print_vehicle_attributes: 113: 			Rangefinder distance: None
INFO: drone_AUTO.py: print_vehicle_attributes: 114: 			Rangefinder voltage: None
INFO: drone_AUTO.py: print_vehicle_attributes: 115: 			Heading: 180
INFO: drone_AUTO.py: print_vehicle_attributes: 116: 			Is Armable?: True
INFO: drone_AUTO.py: print_vehicle_attributes: 117: 			System status: STANDBY
INFO: drone_AUTO.py: print_vehicle_attributes: 118: 			Mode: STABILIZE
INFO: drone_AUTO.py: print_vehicle_attributes: 119: 			Armed: False
INFO: drone_AUTO.py: print_vehicle_parameters: 125: 			Print all parameters (`vehicle.parameters`):
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:RC7_REV Value:1.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:GPS_INJECT_TO Value:127.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:FLTMODE1 Value:7.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:FLTMODE3 Value:6.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:FLTMODE2 Value:9.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:FLTMODE5 Value:5.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:FLTMODE4 Value:3.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:FLTMODE6 Value:0.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:RC5_REV Value:1.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:EKF_GLITCH_RAD Value:25.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:EKF_VEL_GATE Value:5.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:CH9_OPT Value:0.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:SIM_WIND_TURB Value:0.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:SIM_ARSP_FAIL Value:0.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:SIMPLE Value:0.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:RC2_MAX Value:2000.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:MNT_JSTICK_SPD Value:0.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:ACRO_EXPO Value:0.300000011921
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:MNT_ANGMIN_ROL Value:-4500.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:SIM_BATT_VOLTAGE Value:12.6000003815
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:MNT_TYPE Value:0.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:EKF_HGT_GATE Value:10.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:COMPASS_DEV_ID3 Value:0.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:COMPASS_DEV_ID2 Value:0.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:RNGFND2_SETTLE Value:0.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:RNGFND_PWRRNG Value:0.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:RC2_REV Value:1.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:THR_MIN Value:130.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:BATT_AMP_OFFSET Value:0.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:SIM_DRIFT_TIME Value:5.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:RNGFND2_FUNCTION Value:0.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:RNGFND_MIN_CM Value:20.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:THR_MID Value:500.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:EKF_WIND_PNOISE Value:0.10000000149
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:RNGFND_SETTLE Value:0.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:ACRO_RP_P Value:4.5
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:SIM_GPS_HZ Value:5.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:SR3_POSITION Value:0.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:WPNAV_LOIT_SPEED Value:500.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:RC3_MIN Value:1000.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:RALLY_TOTAL Value:0.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:SIM_GPS_DELAY Value:1.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:STB_PIT_P Value:4.5
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:MOT_THST_BAT_MIN Value:0.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:RC3_REV Value:1.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:FENCE_ACTION Value:1.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:EKF_GYRO_PNOISE Value:0.0149999996647
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:RC4_DZ Value:40.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:SIM_MAG_ERROR Value:0.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:LAND_REPOSITION Value:1.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:CH11_OPT Value:0.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:GPS_MIN_DGPS Value:100.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:WPNAV_LOIT_MAXA Value:250.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:RNGFND_STOP_PIN Value:-1.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:CHUTE_SERVO_ON Value:1300.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:RNGFND_TYPE Value:0.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:GCS_PID_MASK Value:0.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:RC6_REV Value:1.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:RTL_ALT Value:1500.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:SERIAL4_PROTOCOL Value:5.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:RTL_LOIT_TIME Value:5000.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:RC4_MAX Value:2000.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:SERIAL2_BAUD Value:57.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:EKF_GBIAS_PNOISE Value:9.99999997475e-07
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:FS_BATT_MAH Value:0.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:GPS_GNSS_MODE Value:0.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:RSSI_RANGE Value:5.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:SERIAL1_BAUD Value:57.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:RTL_CLIMB_MIN Value:0.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:RC3_TRIM Value:1500.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:RNGFND_MAX_CM Value:700.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:SIM_FLOW_RATE Value:10.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:FS_EKF_ACTION Value:1.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:MOT_THST_EXPO Value:0.649999976158
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:FLOW_ENABLE Value:0.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:RELAY_PIN Value:13.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:TERRAIN_ENABLE Value:1.0
INFO: drone_AUTO.py: print_vehicle_parameters: 127: 			 Key:EKF_MAGB_PNOISE Value:0.000300000014249
