DEBUG: drone_AUTO.py: <module>: 141: 			USER entered latitute value: 10.0
DEBUG: drone_AUTO.py: <module>: 146: 			USER entered longitude value: 10.0
DEBUG: drone_AUTO.py: <module>: 151: 			USER entered altitude value: 15.0
INFO: drone_AUTO.py: <module>: 187: 			Connecting to vehicle on: udp:127.0.0.1:14551
CRITICAL: __init__.py: statustext_listener: 1065: 			APM:Copter V3.3 (d6053245)
CRITICAL: __init__.py: statustext_listener: 1065: 			Frame: QUAD
DEBUG: __init__.py: default_still_waiting_callback: 3082: 			Still waiting for data from vehicle: parameters
DEBUG: __init__.py: default_still_waiting_callback: 3082: 			Still waiting for data from vehicle: parameters
DEBUG: __init__.py: default_still_waiting_callback: 3082: 			Still waiting for data from vehicle: parameters
DEBUG: __init__.py: default_still_waiting_callback: 3082: 			Still waiting for data from vehicle: parameters
DEBUG: __init__.py: default_still_waiting_callback: 3082: 			Still waiting for data from vehicle: parameters
DEBUG: __init__.py: default_still_waiting_callback: 3082: 			Still waiting for data from vehicle: parameters
DEBUG: __init__.py: default_still_waiting_callback: 3082: 			Still waiting for data from vehicle: parameters
DEBUG: __init__.py: default_still_waiting_callback: 3082: 			Still waiting for data from vehicle: parameters
DEBUG: __init__.py: default_still_waiting_callback: 3082: 			Still waiting for data from vehicle: parameters
DEBUG: __init__.py: default_still_waiting_callback: 3082: 			Still waiting for data from vehicle: parameters
INFO: drone_AUTO.py: print_vehicle_attributes: 98: 			Autopilot Firmware version: APM:Copter-3.3.0
INFO: drone_AUTO.py: print_vehicle_attributes: 99: 			Autopilot capabilities (supports ftp): False
INFO: drone_AUTO.py: print_vehicle_attributes: 100: 			Global Location: LocationGlobal:lat=10.0,lon=10.0,alt=None
INFO: drone_AUTO.py: print_vehicle_attributes: 101: 			Global Location (relative altitude): LocationGlobalRelative:lat=10.0,lon=10.0,alt=0.0
INFO: drone_AUTO.py: print_vehicle_attributes: 102: 			Local Location: LocationLocal:north=None,east=None,down=None
INFO: drone_AUTO.py: print_vehicle_attributes: 103: 			Attitude: Attitude:pitch=0.00131169112865,yaw=-3.13779854774,roll=0.00138509983663
INFO: drone_AUTO.py: print_vehicle_attributes: 104: 			Velocity: [0.01, -0.02, 0.0]
INFO: drone_AUTO.py: print_vehicle_attributes: 105: 			GPS: GPSInfo:fix=3,num_sat=10
INFO: drone_AUTO.py: print_vehicle_attributes: 106: 			Groundspeed: 0.0
INFO: drone_AUTO.py: print_vehicle_attributes: 107: 			Airspeed: 0.0
INFO: drone_AUTO.py: print_vehicle_attributes: 108: 			Gimbal status: Gimbal: pitch=None, roll=None, yaw=None
INFO: drone_AUTO.py: print_vehicle_attributes: 109: 			Battery: Battery:voltage=12.587,current=0.0,level=100
INFO: drone_AUTO.py: print_vehicle_attributes: 110: 			EKF OK?: True
INFO: drone_AUTO.py: print_vehicle_attributes: 111: 			Last Heartbeat: 0.658461211
INFO: drone_AUTO.py: print_vehicle_attributes: 112: 			Rangefinder: Rangefinder: distance=None, voltage=None
INFO: drone_AUTO.py: print_vehicle_attributes: 113: 			Rangefinder distance: None
INFO: drone_AUTO.py: print_vehicle_attributes: 114: 			Rangefinder voltage: None
INFO: drone_AUTO.py: print_vehicle_attributes: 115: 			Heading: 180
INFO: drone_AUTO.py: print_vehicle_attributes: 116: 			Is Armable?: True
